username,date_of_election,isSuccessful,votes,edit_count,year_joined
WinEuro,2012-07-01 04:09:00,0,0,110,2012
XyphynX9,2012-11-19 16:37:00,0,0,392,2012
28bytes,2011-06-07 14:35:00,1,0,27180,2006
5 albert square,2011-01-31 08:28:00,1,0,52420,2008
Acdixon,2011-01-26 18:34:00,1,0,22972,2006
Anomie,2011-09-24 12:04:00,1,0,25102,2005
Bahamut0013,2011-04-10 05:06:00,1,0,21234,2007
Boing! said Zebedee,2011-02-22 19:40:00,1,0,60194,2007
Catfish Jim and the soapdish,2011-04-27 12:26:00,1,0,20875,2007
CharlieEchoTango,2011-11-23 06:37:00,1,0,14035,2010
DeltaQuad,2011-05-12 02:28:00,1,0,27515,2007
Drmies,2011-05-20 04:31:00,1,0,189708,2007
ErikHaugen,2011-02-03 02:19:00,1,0,15040,2005
ErrantX,2011-02-11 13:02:00,1,0,21424,2006
Fæ,2011-03-14 22:13:00,1,0,78619,2010
Feezo,2011-03-19 11:13:00,1,0,12964,2004
Fluffernutter,2011-08-12 16:06:00,1,0,40141,2008
GB fan,2011-09-12 01:05:00,1,0,62118,2008
Gfoley4,2011-03-05 22:43:00,1,0,36509,2010
Gimme danger,2011-01-08 11:41:00,1,0,1,2011
Gonzonoir,2011-01-26 13:42:00,1,0,13723,2008
Guerillero,2011-11-23 23:14:00,1,0,16384,2009
HJ Mitchell,2011-05-02 18:54:00,1,0,77114,2009
Ironholds,2011-01-01 23:02:00,1,0,79389,2008
JaGa,2011-03-09 05:31:00,1,0,97549,2006
January,2011-05-29 12:03:00,1,0,30219,2009
Jimp,2011-06-08 00:25:00,1,0,63475,2005
Ks0stm,2011-09-06 23:09:00,1,0,13822,2007
Kudpung,2011-02-23 10:02:00,1,0,72988,2006
Lear's Fool,2010-12-30 00:04:00,1,0,10099,2006
MichaelQSchmidt,2011-11-27 06:22:00,1,0,56672,2008
Neelix,2011-02-24 20:40:00,1,0,169002,2006
Peridon,2011-03-06 19:43:00,1,0,40424,2008
Ponyo,2011-01-26 16:31:00,1,0,74284,2007
Qwyrxian,2011-07-19 00:21:00,1,0,57186,2006
Rami R,2011-02-07 11:50:00,1,0,5732,2006
Rannpháirtí anaithnid,2011-09-07 11:32:00,1,0,0,2013
Reaper Eternal,2011-07-21 13:09:00,1,0,58469,2009
Redrose64,2011-10-07 13:38:00,1,0,136718,2009
RHM22,2011-04-12 17:17:00,1,0,8173,2010
Richwales,2011-09-17 20:05:00,1,0,15175,2005
Sadads,2011-05-13 17:40:00,1,0,93585,2005
Salvio giuliano,2011-03-26 11:57:00,1,0,38172,2009
SarekOfVulcan,2011-05-02 21:19:00,1,0,43896,2004
Slon02,2011-12-13 03:43:00,1,0,22045,2009
Smartse,2011-01-25 16:04:00,1,0,31703,2006
Swarm,2011-10-12 01:34:00,1,0,16337,2008
The Blade of the Northern Lights,2011-11-28 18:46:00,1,0,37793,2010
The Bushranger,2011-02-15 17:36:00,1,0,132302,2008
Tom Morris,2011-11-25 21:20:00,1,0,64447,2006
TParis,2011-06-09 19:11:00,1,0,26914,2008
Tyrol5,2011-07-15 15:13:00,1,0,25957,2008
Valfontis,2011-03-18 20:48:00,1,0,77725,2006
Worm That Turned,2011-06-29 10:10:00,1,0,18279,2008
A520,2011-12-24 14:21:00,0,0,3728,2010
A930913,2011-01-09 12:30:00,0,0,10646,2010
Ancient Apparition,2011-05-15 04:41:00,0,0,0,2011
Andrew J Powers,2011-05-01 20:10:00,0,0,3,2012
Ankitbhatt,2011-10-18 20:08:00,0,0,10659,2009
Ankitkool1988,2011-03-06 20:28:00,0,0,18,2009
Ant682,2011-04-23 17:25:00,0,0,115,2011
Armbrust,2011-05-12 17:31:00,0,0,254226,2008
AwesomeSponge,2011-12-11 03:20:00,0,0,45,2011
Breawycker,2011-02-19 23:47:00,0,0,6612,2007
Buggie111,2011-12-23 21:38:00,0,0,10311,2009
BuickCenturyDriver,2011-04-13 10:41:00,0,0,11286,2007
BusterD,2011-12-23 04:44:00,0,0,28213,2005
Calabe1992,2011-10-27 16:19:00,0,0,28921,2011
Cjc811,2011-04-13 16:38:00,0,0,172,2007
Coolguy22468,2011-10-09 17:55:00,0,0,4375,2006
Core2012,2011-01-29 07:06:00,0,0,293,2009
Cprice1000,2011-01-01 20:08:00,0,0,3122,2010
Ctjf83,2011-01-15 03:58:00,0,0,1,2012
Curtis23,2011-06-18 11:37:00,0,0,3626,2009
CWH,2011-07-25 15:05:00,0,0,18310,2005
Dayewalker,2011-11-02 23:59:00,0,0,14182,2008
Dudemanfellabra,2011-07-03 21:56:00,0,0,24074,2008
Dusti,2011-03-16 05:34:00,0,0,20997,2007
Dylan620,2011-04-18 16:22:00,0,0,13544,2007
E2eamon,2011-07-05 19:13:00,0,0,10044,2008
Ebikeguy,2011-05-28 22:18:00,0,0,3954,2006
Eduemoni,2011-03-07 18:12:00,0,0,6465,2006
Floydian,2011-05-05 06:41:00,0,0,29955,2003
GiantSnowman,2011-01-14 17:20:00,0,0,191332,2006
Giftiger wunsch,2011-01-12 23:25:00,0,0,12653,2008
Glane23,2011-02-15 22:18:00,0,0,50105,2008
GSorby,2011-07-11 17:06:00,0,0,8112,2010
Guoguo12,2011-06-19 23:06:00,0,0,11530,2008
GutiLucian02,2011-02-05 20:13:00,0,0,233,2011
Hallows AG,2011-12-08 01:42:00,0,0,13713,2011
HangingCurve,2011-11-26 14:40:00,0,0,67010,2004
Hazard-SJ,2011-04-30 18:59:00,0,0,8413,2010
Inka 888,2011-03-15 08:33:00,0,0,4845,2010
ItsZippy,2011-10-14 23:47:00,0,0,13921,2009
Jéské Couriano,2011-08-24 12:22:00,0,0,24304,2006
Jsfouche,2011-05-30 16:31:00,0,0,14587,2007
Katharineamy,2011-05-07 23:24:00,0,0,122288,2006
Ke5crz,2011-06-03 03:20:00,0,0,1197,2005
Kylekieran,2011-12-29 02:19:00,0,0,6821,2009
Latish redone,2011-11-23 02:19:00,0,0,768,2007
Logan,2011-05-14 00:07:00,0,0,54055,2007
MacMed,2011-03-24 02:15:00,0,0,3874,2009
Methecooldude,2011-07-01 21:52:00,0,0,0,2014
Moxy,2011-05-28 08:59:00,0,0,75234,2009
My76Strat,2011-03-08 20:56:00,0,0,10,2013
N419BH,2011-05-14 20:50:00,0,0,8799,2009
N5iln,2011-07-15 22:50:00,0,0,32885,2006
Neutralhomer,2011-03-26 16:46:00,0,0,64869,2007
NickPenguin,2011-03-20 03:16:00,0,0,10344,2005
NYMets2000,2011-08-30 16:23:00,0,0,1624,2010
Nyswimmer,2011-02-04 20:39:00,0,0,3,2013
RadioFan,2011-03-06 23:35:00,0,0,93578,2005
Reenem,2011-01-27 05:16:00,0,0,29553,2008
Rehman,2011-04-07 01:57:00,0,0,13597,2008
Richardcavell,2011-07-24 16:38:00,0,0,15362,2005
RobertMfromLI,2011-08-12 03:11:00,0,0,6429,2009
Slon02,2011-03-05 05:25:00,0,0,22045,2009
Snakenath,2011-06-07 16:48:00,0,0,33,2011
Snottywong,2011-02-21 22:11:00,0,0,2,2011
Spongefrog,2011-09-28 18:33:00,0,0,11734,2009
Staffwaterboy,2011-02-13 07:59:00,0,0,1,2013
SunCountryGuy01,2011-03-22 23:21:00,0,0,3628,2010
Tarheel95,2011-12-08 00:46:00,0,0,6564,2008
TedPavlic,2011-07-10 21:53:00,0,0,3637,2006
Timl2k4,2011-07-10 05:02:00,0,0,2,2013
Ttonyb1,2011-06-05 01:10:00,0,0,81280,2007
VegetaSaiyan,2011-12-08 01:07:00,0,0,676,2011
Wcreed88,2011-02-12 18:23:00,0,0,1790,2006
Who Am I Why Am I Here,2011-05-10 23:37:00,0,0,144,2011
WikiCopter,2011-03-07 10:18:00,0,0,4001,2010
Wikipedian2,2011-04-03 04:10:00,0,0,2732,2008
Wikispott,2011-04-24 05:46:00,0,0,68,2010
Wilbysuffolk,2011-04-05 05:51:00,0,0,10246,2010
ZooPro,2011-04-07 12:41:00,0,0,5491,2009
7,2010-05-29 08:07:00,1,0,34884,2007
Airplaneman,2010-08-18 12:26:00,1,0,39711,2008
AlexandrDmitri,2010-05-13 00:41:00,1,0,8535,2008
Amatulic,2010-08-19 23:06:00,1,0,35575,2006
Arsenikk,2010-05-16 11:55:00,1,0,45040,2006
Barek,2010-04-17 00:33:00,1,0,70777,2006
BigDom,2010-08-31 09:31:00,1,0,20633,2006
Blurpeace,2010-04-26 03:49:00,1,0,7772,2007
Bradjamesbrown,2010-05-15 22:32:00,1,0,0,2010
Bsadowski1,2010-07-21 22:46:00,1,0,16275,2004
Bwilkins,2010-01-18 21:28:00,1,0,1,2014
Calmer Waters,2010-01-28 15:23:00,1,0,39635,2009
Ceranthor,2010-04-17 17:26:00,1,0,24520,2007
Connormah,2010-08-26 05:43:00,1,0,86099,2006
Dabomb87,2010-08-16 18:23:00,1,0,66454,2007
Dana boomer,2010-08-24 20:48:00,1,0,52507,2007
Diannaa,2010-10-21 04:25:00,1,0,141800,2009
Eagles247,2010-09-28 02:46:00,1,0,41896,2009
Elen of the Roads,2010-10-21 00:45:00,1,0,16638,2008
Elockid,2010-04-03 15:20:00,1,0,41728,2009
Eustress,2010-04-16 23:23:00,1,0,19429,2007
Everyking,2010-01-18 21:25:00,1,0,146543,2004
Excirial,2010-04-09 14:31:00,1,0,182244,2007
Fainites,2010-08-13 12:14:00,1,0,20907,2006
Father Goose,2010-02-02 20:06:00,1,0,9771,2006
Favonian,2010-07-19 15:40:00,1,0,173539,2008
Fetchcomms,2010-07-02 03:00:00,1,0,41587,2006
Floquenbeam,2010-01-12 16:42:00,1,0,19747,2008
GorillaWarfare,2010-08-09 21:42:00,1,0,28492,2007
Grondemar,2010-12-24 00:31:00,1,0,9525,2009
HelloAnnyong,2010-08-25 22:17:00,1,0,42529,2006
HJ Mitchell,2010-04-23 20:53:00,1,0,77114,2009
J04n,2010-02-02 03:22:00,1,0,95027,2008
JamesBWatson,2010-06-14 08:17:00,1,0,117017,2006
Jamesofur,2010-04-15 09:29:00,1,0,4619,2006
Jmh649,2010-08-13 07:55:00,1,0,4,2014
Joe Decker,2010-07-22 18:07:00,1,0,86588,2005
Jujutacular,2010-07-22 22:03:00,1,0,18583,2009
Kingpin13,2010-02-08 10:33:00,1,0,54735,2008
Kww,2010-04-12 23:54:00,1,0,82163,2007
Leonard^Bloom,2010-01-22 05:59:00,1,0,18567,2007
Leyo,2010-10-18 12:32:00,1,0,12668,2006
Looie496,2010-10-04 05:26:00,1,0,24579,2008
Magog the Ogre,2010-09-03 18:46:00,1,0,75683,2008
Mandsford,2010-08-24 16:07:00,1,0,28394,2007
MGA73,2010-06-29 18:53:00,1,0,10293,2008
Michig,2010-08-23 22:55:00,1,0,54839,2006
Mike Cline,2010-02-05 04:07:00,1,0,49822,2007
Mkativerata,2010-08-02 17:39:00,1,0,30318,2007
NativeForeigner,2010-06-15 00:56:00,1,0,13586,2006
Nev1,2010-08-10 16:40:00,1,0,55258,2006
Nikkimaria,2010-08-17 14:14:00,1,0,78529,2005
Olaf Davis,2010-01-04 19:40:00,1,0,6975,2006
Panyd,2010-11-21 19:11:00,1,0,15020,2007
Phantomsteve,2010-02-02 08:37:00,1,0,31847,2005
Polargeo,2010-03-30 10:44:00,1,0,9903,2009
PresN,2010-11-12 04:02:00,1,0,43367,2006
Rlendog,2010-01-09 16:42:00,1,0,77985,2007
Ron Ritzman,2010-09-14 01:09:00,1,0,75705,2005
Shirik,2010-04-26 00:59:00,1,0,18356,2008
Soap,2010-06-09 13:29:00,1,0,23421,2006
Sphilbrick,2010-11-11 18:45:00,1,0,61649,2007
Taelus,2010-01-26 12:15:00,1,0,7605,2005
TFOWR,2010-06-04 16:22:00,1,0,27123,2008
The Wordsmith,2010-02-22 18:05:00,1,0,6891,2005
TheCatalyst31,2010-10-24 22:44:00,1,0,65280,2007
Theleftorium,2010-06-20 09:10:00,1,0,36854,2008
Thumperward,2010-07-18 13:37:00,1,0,111772,2005
Tide rolls,2010-05-12 22:52:00,1,0,211682,2008
Tim Song,2010-03-04 20:30:00,1,0,0,2010
Vejvančický,2010-10-09 19:18:00,1,0,34299,2008
VernoWhitney,2010-11-05 12:50:00,1,0,43712,2009
Waldir,2010-05-24 12:45:00,1,0,17680,2005
Wifione,2010-09-08 17:43:00,1,0,16760,2009
WOSlinker,2010-08-18 21:57:00,1,0,362425,2006
07bargem,2010-09-29 19:42:00,0,0,1530,2009
1234r00t,2010-05-20 00:06:00,0,0,4339,2010
28bytes,2010-12-01 18:35:00,0,0,27180,2006
Access Denied,2010-11-10 05:08:00,0,0,8709,2010
Addihockey10,2010-05-31 06:15:00,0,0,13441,2008
Adyniz,2010-02-08 01:55:00,0,0,1162,2008
Aiken drum,2010-10-24 14:08:00,0,0,8190,2009
Airplaneman,2010-03-06 23:37:00,0,0,39711,2008
Alan16,2010-01-03 05:19:00,0,0,4417,2008
Alansohn,2010-10-24 15:19:00,0,0,413008,2005
alexsautographs,2010-01-15 04:40:00,0,0,15606,2005
Alexsautographs,2010-01-15 20:22:00,0,0,15606,2005
Ankitbhatt,2010-04-06 12:32:00,0,0,10659,2009
ArcAngel,2010-07-08 23:35:00,0,0,16204,2006
Armbrust,2010-09-26 02:39:00,0,0,254226,2008
barts1a,2010-09-29 13:08:00,0,0,4721,2006
BigDom,2010-03-16 21:43:00,0,0,20633,2006
Blanchardb,2010-04-14 23:19:00,0,0,87666,2007
Bobby122,2010-09-23 03:19:00,0,0,4010,2009
BuickCenturyDriver,2010-11-09 03:44:00,0,0,11286,2007
Cgoodwin,2010-08-01 08:11:00,0,0,18681,2006
Checker Fred,2010-06-25 22:02:00,0,0,1389,2009
Cliffmore,2010-10-10 23:56:00,0,0,158,2010
Connormah,2010-02-03 00:56:00,0,0,86099,2006
Crotalus horridus,2010-03-22 17:07:00,0,0,7848,2005
Curtis23,2010-01-01 21:37:00,0,0,3626,2009
Danielspencer91,2015-11-30 20:51:05.901722,0,0,846,2007
Darth Stabro,2010-12-07 18:46:00,0,0,1766,2009
ddbruce,2010-07-22 03:36:00,0,0,252,2006
DeltaQuad,2010-08-02 23:04:00,0,0,27515,2007
Dusti,2010-03-29 22:43:00,0,0,20997,2007
Dylandlima,2010-08-08 03:31:00,0,0,548,2009
Ecw.technoid.dweeb,2010-03-11 02:53:00,0,0,3,2013
Editorofthewiki,2010-08-04 03:14:00,0,0,27965,2008
Endofskull,2010-11-10 00:58:00,0,0,5877,2009
Eridani,2010-06-29 10:50:00,0,0,1164,2006
Ezekiel63745,2010-10-30 23:43:00,0,0,259,2010
Falcon8765,2010-08-25 06:21:00,0,0,83505,2007
Flushing258,2010-03-24 03:57:00,0,0,122,2010
Frozen4322,2010-02-13 10:46:00,0,0,2592,2007
Ginbot86,2010-07-31 12:08:00,0,0,2314,2007
Gobbleswoggler,2010-02-11 19:42:00,0,0,14390,2008
GSorbyDesroid,2010-08-28 10:12:00,0,0,0,2010
Guoguo12,2010-12-24 00:28:00,0,0,11530,2008
Hadger,2010-06-07 22:10:00,0,0,4213,2009
Halgo123,2010-01-02 01:53:00,0,0,75,2009
Halil marx07,2010-10-27 17:56:00,0,0,2380,2010
Herostratus,2010-06-23 15:31:00,0,0,34147,2005
Immunize,2010-04-16 20:18:00,0,0,18431,2010
Ipfreely555,2010-05-30 06:21:00,0,0,3,2011
Ironholds,2010-01-01 04:12:00,0,0,79389,2008
JahaalChakravarti,2010-08-29 00:04:00,0,0,143,2010
Jc3s5h,2010-08-12 16:00:00,0,0,17595,2009
Jeffrey Mall,2010-06-06 14:21:00,0,0,16035,2008
Jempcorp,2010-06-14 15:33:00,0,0,349,2007
Jerem43,2010-12-02 23:50:00,0,0,53088,2006
Jmcw37,2010-02-10 20:37:00,0,0,9133,2006
Joe Chill,2010-01-17 22:06:00,0,0,0,2011
Joe Gazz84,2010-09-19 18:00:00,0,0,3413,2010
KhamaPula,2010-05-31 22:07:00,0,0,35,2010
Kingoomieiii,2010-02-20 07:34:00,0,0,5460,2006
Kirkoconnell,2010-03-05 03:13:00,0,0,1265,2006
Ktr101,2010-05-31 22:03:00,0,0,94762,2007
Laptopmaker,2010-12-10 18:38:00,0,0,37,2010
Ling.Nut,2010-10-27 02:50:00,0,0,34803,2006
Louis Taylor,2010-04-04 00:06:00,0,0,883,2009
Madhero88,2010-02-07 19:38:00,0,0,25169,2007
Madokhn,2010-03-05 00:14:00,0,0,36,2007
Marcus Aurelius Antoninus,2010-03-20 20:01:00,0,0,1,2010
Marcus Qwertyus,2010-07-19 22:01:00,0,0,0,2014
matt319,2010-03-07 03:27:00,0,0,552,2009
MC10,2010-01-12 03:06:00,0,0,26509,2006
Merle Lang,2015-11-30 20:51:05.957570,0,0,456,2010
Mikael Häggström,2010-05-23 08:12:00,0,0,43384,2006
Minimac,2010-09-11 11:22:00,0,0,25238,2009
MWOAP,2010-01-04 02:55:00,0,0,1,2010
Mysdaao,2010-03-11 22:52:00,0,0,23260,2004
MZMcBride,2010-08-24 08:25:00,0,0,178583,2005
NastalgicCam,2010-03-21 06:54:00,0,0,1230,2007
Nations United,2010-10-03 04:36:00,0,0,977,2010
Navy blue84,2010-11-14 17:12:00,0,0,3910,2008
Nosleep,2010-01-21 01:15:00,0,0,0,2010
Osarius,2010-02-20 22:49:00,0,0,8867,2008
Otherlleft,2010-02-01 09:23:00,0,0,0,2010
Panyd,2010-01-15 12:44:00,0,0,15020,2007
Pepperpiggle,2010-03-14 14:50:00,0,0,0,2010
PopMusicWillNeverBeLowBrow,2010-04-13 21:51:00,0,0,5,2010
Porchcrop,2010-11-08 07:39:00,0,0,0,2011
ProcEnforce,2010-07-20 20:13:00,0,0,1562,2009
Raaggio,2010-04-08 03:36:00,0,0,2,2010
Rami R,2010-03-02 11:17:00,0,0,5732,2006
RandomStringOfCharacters,2010-02-02 09:52:00,0,0,4707,2009
Redthoreau,2010-11-03 21:38:00,0,0,22197,2007
Reenem,2010-01-25 05:51:00,0,0,29553,2008
Rehman,2010-01-18 16:09:00,0,0,13597,2008
Richardcavell,2010-10-01 12:08:00,0,0,15362,2005
Richwales,2010-12-11 05:50:00,0,0,15175,2005
rp0211,2010-05-30 00:18:00,0,0,6416,2009
Rzrscm,2015-11-30 20:51:05.993740,0,0,1246,2006
S1312,2010-08-03 14:43:00,0,0,860,2010
S Marshall,2010-05-25 13:24:00,0,0,21060,2006
Sam Blacketer,2010-01-03 14:57:00,0,0,24521,2006
Saverx,2010-08-11 13:35:00,0,0,331,2007
ShawnIsHere,2010-05-11 10:35:00,0,0,425,2007
Silver seren,2010-09-29 04:43:00,0,0,25482,2006
SJK,2010-03-10 12:57:00,0,0,2766,2001
Slon02,2010-05-30 23:00:00,0,0,22045,2009
SMcCandlish,2010-01-20 23:21:00,0,0,103458,2005
SyedNaqvi90,2010-04-29 02:48:00,0,0,2426,2007
T,2010-08-29 21:31:00,0,0,4392,2005
TEK,2010-07-16 18:18:00,0,0,0,2010
Terrasidius,2010-08-31 01:47:00,0,0,5646,2005
The Arbiter,2010-11-28 23:45:00,0,0,2780,2009
The High Fin Sperm Whale,2010-03-14 00:25:00,0,0,16987,2008
The Thing That Should Not Be,2010-02-08 07:47:00,0,0,167531,2007
The Utahraptor,2010-06-25 16:31:00,0,0,17169,2009
Thegoodlocust,2010-01-03 01:11:00,0,0,0,2014
Tommy2010,2010-10-10 04:39:00,0,0,68130,2010
Torchwoodwho,2010-09-16 16:37:00,0,0,5126,2007
TransporterMan,2010-09-29 19:26:00,0,0,18697,2007
Triona,2010-09-07 19:10:00,0,0,8009,2004
Unionhawk,2010-05-11 03:41:00,0,0,9889,2006
Venomcuz,2010-01-30 05:58:00,0,0,39,2010
White Shadows,2010-07-07 01:52:00,0,0,19543,2009
Wiki Greek Basketball,2010-01-02 07:17:00,0,0,35531,2008
WikiCopter,2010-09-13 03:23:00,0,0,4001,2010
Wikiwoohoo,2010-02-19 08:54:00,0,0,0,2010
Wilhelmina Will,2010-05-29 22:40:00,0,0,207356,2007
William S. Saturn,2010-08-27 17:19:00,0,0,12161,2008
YOSF0113,2010-09-15 08:16:00,0,0,967,2010
Youndbuckerz,2010-06-14 00:56:00,0,0,7648,2009
Yuvmil,2010-03-20 22:39:00,0,0,65,2008
ZooPro,2010-02-22 18:44:00,0,0,5491,2009
2over0,2009-11-19 19:03:00,1,0,17247,2005
Abecedare,2009-09-24 19:58:00,1,0,25254,2006
AdjustShift,2009-04-04 20:18:00,1,0,15507,2008
Admiral Norton,2009-02-28 17:43:00,1,0,12535,2007
