@relation '../Data/19_frequency-weka.filters.unsupervised.attribute.Remove-R1-4,6,8-26,28-41-weka.filters.unsupervised.attribute.Standardize'

@attribute featured_lists numeric
@attribute featured_articles numeric
@attribute isSuccessful {1,0}

@data
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,0.674212,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,1.514621,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,9.078299,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,1.514621,1
-0.101131,-0.166197,1
-0.101131,1.514621,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,0.674212,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,2.355029,1
-0.101131,-0.166197,1
-0.101131,5.716664,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
0.937149,0.674212,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
0.937149,0.674212,1
-0.101131,1.514621,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,0.674212,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
0.937149,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,0.674212,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,0.674212,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
0.937149,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,0.674212,0
-0.101131,-0.166197,0
-0.101131,-0.166197,1
1.975428,1.514621,1
-0.101131,2.355029,1
-0.101131,-0.166197,1
-0.101131,2.355029,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
5.090268,6.557073,1
1.975428,1.514621,1
-0.101131,-0.166197,1
0.937149,6.557073,1
-0.101131,0.674212,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,0.674212,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,0.674212,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
10.281666,0.674212,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,0.674212,1
-0.101131,-0.166197,1
-0.101131,8.23789,1
-0.101131,-0.166197,1
0.937149,2.355029,1
0.937149,-0.166197,1
-0.101131,-0.166197,1
-0.101131,1.514621,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,3.195438,1
-0.101131,-0.166197,1
-0.101131,1.514621,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,0.674212,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,7.397481,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,0.674212,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
1.975428,2.355029,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,0.674212,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,0.674212,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
0.937149,-0.166197,1
1.975428,3.195438,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,5.716664,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,0.674212,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
0.937149,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
0.937149,0.674212,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,4.035847,1
-0.101131,-0.166197,1
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,0.674212,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
3.013708,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
1.975428,-0.166197,0
0.937149,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,0.674212,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,1.514621,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,4.035847,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,0.674212,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,0.674212,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,1.514621,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,0.674212,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,1.514621,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,0.674212,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,4.876255,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,0.674212,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,0.674212,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,1.514621,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,0.674212,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,0.674212,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,1.514621,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
7.166827,-0.166197,1
-0.101131,-0.166197,1
1.975428,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,6.557073,1
-0.101131,-0.166197,1
4.051988,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
0.937149,-0.166197,1
-0.101131,0.674212,1
-0.101131,2.355029,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
0.937149,0.674212,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
1.975428,-0.166197,1
-0.101131,-0.166197,1
-0.101131,0.674212,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,0.674212,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,0.674212,1
-0.101131,-0.166197,1
4.051988,9.078299,1
-0.101131,0.674212,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
10.281666,1.514621,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,1
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
-0.101131,-0.166197,0
